Pathway Name	Pathway Id	Source Name	Organism	Pathway uploaded gene count	Genes in InnateDB for this entity	Pathway p-value	Pathway p-value (corrected)	Gene Symbols	Genes (Symbol|IDBG-ID|Ensembl|Entrez|Fold Change|P-Value)
Developmental Biology	16794	REACTOME	9606	17	502	1.6866976622123938E-4	0.0012481562700371715	AKT2; CACNB3; CSNK2A1; DPYSL2; DPYSL5; EGFR; EP300; HDAC3; JAK2; NCOA6; NCOR1; NCOR2; SMAD2; SMAD3; TBL1X; TBL1XR1; TUBA4A; 	AKT2|IDBG-51270|ENSG00000105221|208|; CACNB3|IDBG-30418|ENSG00000167535|784|; CSNK2A1|IDBG-37787|ENSG00000101266|1457|; DPYSL2|IDBG-13200|ENSG00000092964|102723812,1808|; DPYSL5|IDBG-36183|ENSG00000157851|56896|; EGFR|IDBG-16933|ENSG00000146648|1956|; EP300|IDBG-8992|ENSG00000100393|2033|; HDAC3|IDBG-50725|ENSG00000171720|8841|; JAK2|IDBG-47039|ENSG00000096968|3717|; NCOA6|IDBG-68724|ENSG00000198646|23054|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; 
Cell cycle	473	KEGG	9606	8	126	1.7974117952844989E-4	0.0012955370732245415	CCNB2; EP300; MCM2; PCNA; SMAD2; SMAD3; YWHAE; YWHAQ; 	CCNB2|IDBG-14456|ENSG00000157456|9133|; EP300|IDBG-8992|ENSG00000100393|2033|; MCM2|IDBG-54871|ENSG00000073111|4171|; PCNA|IDBG-50801|ENSG00000132646|5111|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; YWHAE|IDBG-14629|ENSG00000108953|7531|; YWHAQ|IDBG-27933|ENSG00000134308|10971|; 
Pancreatic cancer	593	KEGG	9606	6	67	1.8554272579268864E-4	0.001320207856601823	AKT2; EGFR; RAD51; RALB; SMAD2; SMAD3; 	AKT2|IDBG-51270|ENSG00000105221|208|; EGFR|IDBG-16933|ENSG00000146648|1956|; RAD51|IDBG-6509|ENSG00000051180|5888|; RALB|IDBG-68212|ENSG00000144118|5899|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; 
Leptin	15926	NETPATH	9606	7	96	1.9647724168200055E-4	0.0013803147991583583	CSNK2A1; EGFR; EP300; ESR1; JAK2; SHC1; SP1; 	CSNK2A1|IDBG-37787|ENSG00000101266|1457|; EGFR|IDBG-16933|ENSG00000146648|1956|; EP300|IDBG-8992|ENSG00000100393|2033|; ESR1|IDBG-97997|ENSG00000091831|2099|; JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; SP1|IDBG-36616|ENSG00000185591|6667|; 
Transcriptional activation of mitochondrial biogenesis	18752	REACTOME	9606	5	44	2.115685896702754E-4	0.0014677570908375355	HDAC3; NCOA6; NCOR1; TBL1X; TBL1XR1; 	HDAC3|IDBG-50725|ENSG00000171720|8841|; NCOA6|IDBG-68724|ENSG00000198646|23054|; NCOR1|IDBG-31971|ENSG00000141027|9611|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; 
IRAK2 mediated activation of TAK1 complex	13033	REACTOME	9606	3	10	2.1773116519184185E-4	0.001473668252213076	MAP3K7; TAB1; UBC; 	MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	13038	REACTOME	9606	3	10	2.1773116519184185E-4	0.001473668252213076	MAP3K7; TAB1; UBC; 	MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Presenilin action in Notch and Wnt signaling	15094	PID NCI	9606	5	46	2.6174892889767955E-4	0.0017502488619061704	CSNK2A1; LRP6; MAP3K7; TAB1; TLE1; 	CSNK2A1|IDBG-37787|ENSG00000101266|1457|; LRP6|IDBG-20075|ENSG00000070018|4040|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; TLE1|IDBG-73128|ENSG00000196781|7088|; 
TGF-beta receptor signaling	15571	PID NCI	9606	5	47	2.8999373415916174E-4	0.00191603002926589	MAP3K7; SHC1; SMAD2; SMAD3; YWHAE; 	MAP3K7|IDBG-94374|ENSG00000135341|6885|; SHC1|IDBG-103007|ENSG00000160691|6464|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; YWHAE|IDBG-14629|ENSG00000108953|7531|; 
Adherens junction	505	KEGG	9606	6	73	2.977039986464423E-4	0.0019438319911620643	CSNK2A1; EGFR; EP300; MAP3K7; SMAD2; SMAD3; 	CSNK2A1|IDBG-37787|ENSG00000101266|1457|; EGFR|IDBG-16933|ENSG00000146648|1956|; EP300|IDBG-8992|ENSG00000100393|2033|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; 
Signaling by ERBB4	13265	REACTOME	9606	8	137	3.189514499434051E-4	0.002058349473471975	AKT2; EGFR; ESR1; JAK2; NCOR1; SHC1; UBC; WWOX; 	AKT2|IDBG-51270|ENSG00000105221|208|; EGFR|IDBG-16933|ENSG00000146648|1956|; ESR1|IDBG-97997|ENSG00000091831|2099|; JAK2|IDBG-47039|ENSG00000096968|3717|; NCOR1|IDBG-31971|ENSG00000141027|9611|; SHC1|IDBG-103007|ENSG00000160691|6464|; UBC|IDBG-64029|ENSG00000150991|7316|; WWOX|IDBG-43129|ENSG00000186153|51741|; 
p73 transcription factor network	15377	PID NCI	9606	6	75	3.450355302863881E-4	0.0022010887276890274	AEN; EP300; RAD51; SIRT1; SP1; WWOX; 	AEN|IDBG-28670|ENSG00000181026|64782|; EP300|IDBG-8992|ENSG00000100393|2033|; RAD51|IDBG-6509|ENSG00000051180|5888|; SIRT1|IDBG-75847|ENSG00000096717|23411|; SP1|IDBG-36616|ENSG00000185591|6667|; WWOX|IDBG-43129|ENSG00000186153|51741|; 
Notch	15907	NETPATH	9606	6	76	3.708109455966518E-4	0.0023386372137061563	APP; EP300; JAK2; NCOR1; NCOR2; SMAD3; 	APP|IDBG-1100|ENSG00000142192|351|; EP300|IDBG-8992|ENSG00000100393|2033|; JAK2|IDBG-47039|ENSG00000096968|3717|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; SMAD3|IDBG-18366|ENSG00000166949|4088|; 
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	18305	REACTOME	9606	5	50	3.887172524233749E-4	0.0023449790771192724	APP; CYLD; MAP3K7; TAB1; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; CYLD|IDBG-30697|ENSG00000083799|102724054,1540|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Regulation of cholesterol biosynthesis by SREBP (SREBF)	13470	REACTOME	9606	5	50	3.887172524233749E-4	0.0023449790771192724	KPNB1; NCOA6; SP1; TBL1X; TBL1XR1; 	KPNB1|IDBG-56053|ENSG00000108424|3837|; NCOA6|IDBG-68724|ENSG00000198646|23054|; SP1|IDBG-36616|ENSG00000185591|6667|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; 
Signaling events mediated by HDAC Class I	15280	PID NCI	9606	5	50	3.887172524233749E-4	0.0023449790771192724	CHD3; CHD4; HDAC3; NCOR1; NCOR2; 	CHD3|IDBG-27053|ENSG00000170004|1107|; CHD4|IDBG-14532|ENSG00000111642|1108|; HDAC3|IDBG-50725|ENSG00000171720|8841|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; 
PPARA activates gene expression	13457	REACTOME	9606	7	107	3.8367333782483837E-4	0.002392569690930172	EP300; HDAC3; NCOA6; NCOR1; SP1; TBL1X; TBL1XR1; 	EP300|IDBG-8992|ENSG00000100393|2033|; HDAC3|IDBG-50725|ENSG00000171720|8841|; NCOA6|IDBG-68724|ENSG00000198646|23054|; NCOR1|IDBG-31971|ENSG00000141027|9611|; SP1|IDBG-36616|ENSG00000185591|6667|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; 
Regulation of PLK1 Activity at G2/M Transition	12974	REACTOME	9606	6	78	4.2686993148383686E-4	0.00254744959111322	CCNB2; CSNK1E; ODF2; TUBA4A; UBC; YWHAE; 	CCNB2|IDBG-14456|ENSG00000157456|9133|; CSNK1E|IDBG-236645|ENSG00000213923|102800317,1454|; ODF2|IDBG-88092|ENSG00000136811|4957|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; UBC|IDBG-64029|ENSG00000150991|7316|; YWHAE|IDBG-14629|ENSG00000108953|7531|; 
ErbB4 signaling events	15100	PID NCI	9606	4	30	5.047962029877919E-4	0.002918353048523172	JAK2; NCOR1; SHC1; WWOX; 	JAK2|IDBG-47039|ENSG00000096968|3717|; NCOR1|IDBG-31971|ENSG00000141027|9611|; SHC1|IDBG-103007|ENSG00000160691|6464|; WWOX|IDBG-43129|ENSG00000186153|51741|; 
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	13270	REACTOME	9606	4	30	5.047962029877919E-4	0.002918353048523172	SMAD2; SMAD3; SP1; UBC; 	SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; SP1|IDBG-36616|ENSG00000185591|6667|; UBC|IDBG-64029|ENSG00000150991|7316|; 
TAK1 activates NFkB by phosphorylation and activation of IKKs complex	13027	REACTOME	9606	4	30	5.047962029877919E-4	0.002918353048523172	APP; MAP3K7; TAB1; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Mitochondrial biogenesis	17433	REACTOME	9606	5	53	5.109366596425526E-4	0.0029234004752743993	HDAC3; NCOA6; NCOR1; TBL1X; TBL1XR1; 	HDAC3|IDBG-50725|ENSG00000171720|8841|; NCOA6|IDBG-68724|ENSG00000198646|23054|; NCOR1|IDBG-31971|ENSG00000141027|9611|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; 
Generic Transcription Pathway	13742	REACTOME	9606	15	458	5.959041269145937E-4	0.0033747631677306074	AR; ESR1; NCOA6; NCOR1; NCOR2; PPM1A; SMAD2; SMAD3; SP1; TBL1X; TBL1XR1; UBC; ZNF317; ZNF331; ZNF746; 	AR|IDBG-73722|ENSG00000169083|367|; ESR1|IDBG-97997|ENSG00000091831|2099|; NCOA6|IDBG-68724|ENSG00000198646|23054|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; PPM1A|IDBG-8210|ENSG00000100614|5494|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; SP1|IDBG-36616|ENSG00000185591|6667|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; UBC|IDBG-64029|ENSG00000150991|7316|; ZNF317|IDBG-25519|ENSG00000130803|57693|; ZNF331|IDBG-67685|ENSG00000130844|55422|; ZNF746|IDBG-47452|ENSG00000181220|155061|; 
Circadian rhythm pathway	15497	PID NCI	9606	3	14	6.366069362349099E-4	0.003430260675828883	CRY2; CSNK1E; WDR5; 	CRY2|IDBG-41167|ENSG00000121671|1408|; CSNK1E|IDBG-236645|ENSG00000213923|102800317,1454|; WDR5|IDBG-91736|ENSG00000196363|11091|; 
Leading Strand Synthesis	12953	REACTOME	9606	3	14	6.366069362349099E-4	0.003430260675828883	PCNA; PRIM1; PRIM2; 	PCNA|IDBG-50801|ENSG00000132646|5111|; PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; 
Polymerase switching	12951	REACTOME	9606	3	14	6.366069362349099E-4	0.003430260675828883	PCNA; PRIM1; PRIM2; 	PCNA|IDBG-50801|ENSG00000132646|5111|; PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; 
Polymerase switching on the C-strand of the telomere	12914	REACTOME	9606	3	14	6.366069362349099E-4	0.003430260675828883	PCNA; PRIM1; PRIM2; 	PCNA|IDBG-50801|ENSG00000132646|5111|; PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; 
Removal of the Flap Intermediate	12949	REACTOME	9606	3	14	6.366069362349099E-4	0.003430260675828883	PCNA; PRIM1; PRIM2; 	PCNA|IDBG-50801|ENSG00000132646|5111|; PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; 
DNA strand elongation	19139	REACTOME	9606	4	32	6.496728250317953E-4	0.003467004018198523	MCM2; PCNA; PRIM1; PRIM2; 	MCM2|IDBG-54871|ENSG00000073111|4171|; PCNA|IDBG-50801|ENSG00000132646|5111|; PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; 
G2/M Transition	18803	REACTOME	9606	7	120	7.65442939386267E-4	0.004045912679613126	CCNB2; CSNK1E; EP300; ODF2; TUBA4A; UBC; YWHAE; 	CCNB2|IDBG-14456|ENSG00000157456|9133|; CSNK1E|IDBG-236645|ENSG00000213923|102800317,1454|; EP300|IDBG-8992|ENSG00000100393|2033|; ODF2|IDBG-88092|ENSG00000136811|4957|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; UBC|IDBG-64029|ENSG00000150991|7316|; YWHAE|IDBG-14629|ENSG00000108953|7531|; 
Activation of BAD and translocation to mitochondria 	13399	REACTOME	9606	3	15	7.884870607703801E-4	0.0040898160628744015	AKT2; YWHAE; YWHAQ; 	AKT2|IDBG-51270|ENSG00000105221|208|; YWHAE|IDBG-14629|ENSG00000108953|7531|; YWHAQ|IDBG-27933|ENSG00000134308|10971|; 
TRAF6 mediated induction of TAK1 complex	13025	REACTOME	9606	3	15	7.884870607703801E-4	0.0040898160628744015	MAP3K7; TAB1; UBC; 	MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Signaling events mediated by HDAC Class II	15366	PID NCI	9606	4	34	8.217941367946358E-4	0.004223108758527989	ESR1; HDAC3; NCOR2; YWHAE; 	ESR1|IDBG-97997|ENSG00000091831|2099|; HDAC3|IDBG-50725|ENSG00000171720|8841|; NCOR2|IDBG-63911|ENSG00000196498|9612|; YWHAE|IDBG-14629|ENSG00000108953|7531|; 
Mitotic G2-G2/M phases	19400	REACTOME	9606	7	122	8.443145738900905E-4	0.004299032922100919	CCNB2; CSNK1E; EP300; ODF2; TUBA4A; UBC; YWHAE; 	CCNB2|IDBG-14456|ENSG00000157456|9133|; CSNK1E|IDBG-236645|ENSG00000213923|102800317,1454|; EP300|IDBG-8992|ENSG00000100393|2033|; ODF2|IDBG-88092|ENSG00000136811|4957|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; UBC|IDBG-64029|ENSG00000150991|7316|; YWHAE|IDBG-14629|ENSG00000108953|7531|; 
NOD1/2 Signaling Pathway	13056	REACTOME	9606	4	35	9.1890160968248E-4	0.004636276303397968	CYLD; MAP3K7; TAB1; UBC; 	CYLD|IDBG-30697|ENSG00000083799|102724054,1540|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Processive synthesis on the lagging strand	12950	REACTOME	9606	3	16	9.615826497002494E-4	0.004807913248501247	PCNA; PRIM1; PRIM2; 	PCNA|IDBG-50801|ENSG00000132646|5111|; PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; 
FOXA1 transcription factor network	15723	PID NCI	9606	4	36	0.001023817783369076	0.005073382765802118	AR; ESR1; FOXA1; SP1; 	AR|IDBG-73722|ENSG00000169083|367|; ESR1|IDBG-97997|ENSG00000091831|2099|; FOXA1|IDBG-5104|ENSG00000129514|3169|; SP1|IDBG-36616|ENSG00000185591|6667|; 
Activation of gene expression by SREBF (SREBP)	13469	REACTOME	9606	4	37	0.0011368760104478513	0.005486662485204848	NCOA6; SP1; TBL1X; TBL1XR1; 	NCOA6|IDBG-68724|ENSG00000198646|23054|; SP1|IDBG-36616|ENSG00000185591|6667|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; 
DNA replication	441	KEGG	9606	4	37	0.0011368760104478513	0.005486662485204848	MCM2; PCNA; PRIM1; PRIM2; 	MCM2|IDBG-54871|ENSG00000073111|4171|; PCNA|IDBG-50801|ENSG00000132646|5111|; PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; 
Nuclear signaling by ERBB4	13262	REACTOME	9606	4	37	0.0011368760104478513	0.005486662485204848	ESR1; JAK2; NCOR1; WWOX; 	ESR1|IDBG-97997|ENSG00000091831|2099|; JAK2|IDBG-47039|ENSG00000096968|3717|; NCOR1|IDBG-31971|ENSG00000141027|9611|; WWOX|IDBG-43129|ENSG00000186153|51741|; 
Map kinase inactivation of smrt corepressor	4027	PID BIOCARTA	9606	3	17	0.0011569781399453241	0.005535541962669439	EGFR; NCOR2; SHC1; 	EGFR|IDBG-16933|ENSG00000146648|1956|; NCOR2|IDBG-63911|ENSG00000196498|9612|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
BMP2 signaling	16264	INOH	9606	5	64	0.001216433821539506	0.005721362465715474	EP300; MAP3K7; SMAD2; SMAD3; TAB1; 	EP300|IDBG-8992|ENSG00000100393|2033|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; TAB1|IDBG-8281|ENSG00000100324|10454|; 
Validated nuclear estrogen receptor alpha network	15063	PID NCI	9606	5	64	0.001216433821539506	0.005721362465715474	EP300; ESR1; NCOR1; NCOR2; PCNA; 	EP300|IDBG-8992|ENSG00000100393|2033|; ESR1|IDBG-97997|ENSG00000091831|2099|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; PCNA|IDBG-50801|ENSG00000132646|5111|; 
Cellular response to heat stress	18841	REACTOME	9606	4	38	0.0012584093930386128	0.005869052211230505	DNAJB1; EP300; SIRT1; YWHAE; 	DNAJB1|IDBG-33491|ENSG00000132002|3337|; EP300|IDBG-8992|ENSG00000100393|2033|; SIRT1|IDBG-75847|ENSG00000096717|23411|; YWHAE|IDBG-14629|ENSG00000108953|7531|; 
Gene Expression	19770	REACTOME	9606	26	1118	0.0012816597851009423	0.005927676506091858	AR; CHD3; CHD4; EIF1AX; ESR1; HIST2H2AC; HIST2H2BE; HNRNPF; HNRNPK; NCOA6; NCOR1; NCOR2; PPM1A; RBMX; RPS4Y1; SIRT1; SMAD2; SMAD3; SP1; SUZ12; TBL1X; TBL1XR1; UBC; ZNF317; ZNF331; ZNF746; 	AR|IDBG-73722|ENSG00000169083|367|; CHD3|IDBG-27053|ENSG00000170004|1107|; CHD4|IDBG-14532|ENSG00000111642|1108|; EIF1AX|IDBG-50658|ENSG00000173674|1964|; ESR1|IDBG-97997|ENSG00000091831|2099|; HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; HNRNPF|IDBG-71348|ENSG00000169813|3185|; HNRNPK|IDBG-73948|ENSG00000165119|3190|; NCOA6|IDBG-68724|ENSG00000198646|23054|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; PPM1A|IDBG-8210|ENSG00000100614|5494|; RBMX|IDBG-87732|ENSG00000147274|101928747,26787,27316|; RPS4Y1|IDBG-6|ENSG00000129824|6192|; SIRT1|IDBG-75847|ENSG00000096717|23411|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; SP1|IDBG-36616|ENSG00000185591|6667|; SUZ12|IDBG-39777|ENSG00000178691|23512|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; UBC|IDBG-64029|ENSG00000150991|7316|; ZNF317|IDBG-25519|ENSG00000130803|57693|; ZNF331|IDBG-67685|ENSG00000130844|55422|; ZNF746|IDBG-47452|ENSG00000181220|155061|; 
Oxidative Stress Induced Senescence	19575	REACTOME	9606	6	97	0.001353650517435005	0.0062088928692266765	CBX2; HIST2H2AC; HIST2H2BE; RNF2; SUZ12; UBC; 	CBX2|IDBG-71184|ENSG00000173894|84733|; HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; RNF2|IDBG-105369|ENSG00000121481|6045|; SUZ12|IDBG-39777|ENSG00000178691|23512|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Signaling by constitutively active EGFR	13690	REACTOME	9606	3	18	0.001375708075485194	0.006258344113887563	EGFR; SHC1; UBC; 	EGFR|IDBG-16933|ENSG00000146648|1956|; SHC1|IDBG-103007|ENSG00000160691|6464|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Acetylation and deacetylation of rela in nucleus	4016	PID BIOCARTA	9606	2	5	0.0015275291473540963	0.006836924812754221	EP300; HDAC3; 	EP300|IDBG-8992|ENSG00000100393|2033|; HDAC3|IDBG-50725|ENSG00000171720|8841|; 
Pelp1 modulation of estrogen receptor activity	3957	PID BIOCARTA	9606	2	5	0.0015275291473540963	0.006836924812754221	EP300; ESR1; 	EP300|IDBG-8992|ENSG00000100393|2033|; ESR1|IDBG-97997|ENSG00000091831|2099|; 
Fatty acid, triacylglycerol, and ketone body metabolism	13534	REACTOME	9606	8	176	0.0016529738933628228	0.007339204086530934	EP300; HDAC3; NCOA6; NCOR1; NCOR2; SP1; TBL1X; TBL1XR1; 	EP300|IDBG-8992|ENSG00000100393|2033|; HDAC3|IDBG-50725|ENSG00000171720|8841|; NCOA6|IDBG-68724|ENSG00000198646|23054|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; SP1|IDBG-36616|ENSG00000185591|6667|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; 
Mechanism of gene regulation by peroxisome proliferators via ppara	3965	PID BIOCARTA	9606	4	41	0.0016771805240143373	0.007387580879586963	EP300; NCOR1; NCOR2; SP1; 	EP300|IDBG-8992|ENSG00000100393|2033|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; SP1|IDBG-36616|ENSG00000185591|6667|; 
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	13023	REACTOME	9606	3	20	0.0018870677471236924	0.00811877984227635	MAP3K7; TAB1; UBC; 	MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Regulation of HSF1-mediated heat shock response	17076	REACTOME	9606	3	20	0.0018870677471236924	0.00811877984227635	DNAJB1; SIRT1; YWHAE; 	DNAJB1|IDBG-33491|ENSG00000132002|3337|; SIRT1|IDBG-75847|ENSG00000096717|23411|; YWHAE|IDBG-14629|ENSG00000108953|7531|; 
SHC1 events in EGFR signaling	13213	REACTOME	9606	3	20	0.0018870677471236924	0.00811877984227635	EGFR; JAK2; SHC1; 	EGFR|IDBG-16933|ENSG00000146648|1956|; JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Notch-mediated HES/HEY network	15284	PID NCI	9606	4	43	0.0020048019956917205	0.008558962366222346	AR; EP300; JAK2; TLE1; 	AR|IDBG-73722|ENSG00000169083|367|; EP300|IDBG-8992|ENSG00000100393|2033|; JAK2|IDBG-47039|ENSG00000096968|3717|; TLE1|IDBG-73128|ENSG00000196781|7088|; 
DNA Replication	16645	REACTOME	9606	6	105	0.0020326544531356788	0.008611627644964136	GMNN; MCM2; PCNA; PRIM1; PRIM2; UBC; 	GMNN|IDBG-65780|ENSG00000112312|51053|; MCM2|IDBG-54871|ENSG00000073111|4171|; PCNA|IDBG-50801|ENSG00000132646|5111|; PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; UBC|IDBG-64029|ENSG00000150991|7316|; 
FSH	15929	NETPATH	9606	4	44	0.002184125336285311	0.008979181938061834	AKT2; EGFR; HIST3H3; YWHAQ; 	AKT2|IDBG-51270|ENSG00000105221|208|; EGFR|IDBG-16933|ENSG00000146648|1956|; HIST3H3|IDBG-107261|ENSG00000168148|8290|; YWHAQ|IDBG-27933|ENSG00000134308|10971|; 
Lagging Strand Synthesis	19630	REACTOME	9606	3	21	0.0021815286424720255	0.00903543579531324	PCNA; PRIM1; PRIM2; 	PCNA|IDBG-50801|ENSG00000132646|5111|; PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; 
activated TAK1 mediates p38 MAPK activation	13024	REACTOME	9606	3	21	0.0021815286424720255	0.00903543579531324	MAP3K7; TAB1; UBC; 	MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
regulation of FZD by ubiquitination	18257	REACTOME	9606	3	21	0.0021815286424720255	0.00903543579531324	LRP5; LRP6; UBC; 	LRP5|IDBG-61383|ENSG00000162337|4041|; LRP6|IDBG-20075|ENSG00000070018|4040|; UBC|IDBG-64029|ENSG00000150991|7316|; 
DNA replication initiation	12948	REACTOME	9606	2	6	0.0022724683371056075	0.009205984869296437	PRIM1; PRIM2; 	PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; 
Telomere C-strand synthesis initiation	12915	REACTOME	9606	2	6	0.0022724683371056075	0.009205984869296437	PRIM1; PRIM2; 	PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; 
Telomere C-strand (Lagging Strand) Synthesis	12918	REACTOME	9606	3	23	0.0028522521041379717	0.011471013897076623	PCNA; PRIM1; PRIM2; 	PCNA|IDBG-50801|ENSG00000132646|5111|; PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; 
